"","X","ID","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","PBH_actual","PDE_actual","BA_actual","MC_actual","Intent_actual","MG_actual","Agent","RT","MJ","keys","Gender","Gender.quant","Age","Nationality","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_variants","variants_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"2061",2061,14609712,"Main Stimuli F_YES (Latin Square) ",11,"Footbridge_Equipment_Save_","crane","Footbridge_Equipment_Save_Crane","Yes","No","yes","no","yes","No","AI",541.500000000742,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","Footbridge_Equipment_Save_Crane","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"2062",2062,14609712,"Main Stimuli F_YES (Latin Square) ",12,"SubstitutedConsent","crane","Substituted_Consent_Crane","Yes","No","yes","yes","no","No","AI",1873.7,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"2063",2063,14609712,"Main Stimuli F_YES (Latin Square) ",13,"ExpensiveRescue","trolley","Expensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","AI",1157.19999999925,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","ExpensiveRescue","Expensive_Rescue","No","No","No","No","No","Yes"
"2064",2064,14609712,"Main Stimuli F_YES (Latin Square) ",14,"disproportionate death","crane","Disproportionate_Death_Crane","Yes","No","no","no","yes","No","AI",755.299999999261,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","disproportionate deathCrane","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"2065",2065,14609712,"Main Stimuli F_YES (Latin Square) ",15,"footbridge","crane","Footbridge_Crane","Yes","No","yes","yes","no","No","AI",1059.09999999776,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","footbridgeCrane","Footbridge","Yes","Yes","Yes","No","No","No"
"2066",2066,14609712,"Main Stimuli F_YES (Latin Square) ",16,"Unprohibted_BetterAlternative_","trolley","Unprohibited_Better_Alternative_Trolley","No","No","no","yes","yes","Yes","AI",434.299999998504,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","Unprohibted_BetterAlternative_Trolley","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"2067",2067,14609712,"Main Stimuli F_YES (Latin Square) ",17,"SubstitutedConsent","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","AI",1694.2999999985,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"2068",2068,14609712,"Main Stimuli F_YES (Latin Square) ",18,"SubstitutedConsent2","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","AI",686.700000000739,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"2069",2069,14609712,"Main Stimuli F_YES (Latin Square) ",19,"HypotheticalConsent","trolley","Hypothetical_Consent_Trolley","No","No","yes","yes","no","Yes","Human",1000.39999999851,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","HypotheticalConsent","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"2070",2070,14609712,"Main Stimuli F_YES (Latin Square) ",20,"collapse bridge","trolley","Collapse_Bridge_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",738.700000000739,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","collapse bridge","Collapse_Bridge","Yes","No","No","No","No","Yes"
"2071",2071,14609712,"Main Stimuli F_YES (Latin Square) ",21,"InexpensiveRescue","crane","Inexpensive_Rescue_Crane","No","Yes","yes","yes","yes","Yes","Human",766.800000000745,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","InexpensiveRescueCrane","Inexpensive_Rescue","No","No","No","No","No","Yes"
"2072",2072,14609712,"Main Stimuli F_YES (Latin Square) ",22,"implied consent","crane","Implied_Consent_Crane","Yes","Yes","yes","yes","yes","Yes","AI",421.700000000739,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","implied consentCrane","Implied_Consent","Yes","No","No","No","No","Yes"
"2073",2073,14609712,"Main Stimuli F_YES (Latin Square) ",23,"BetterAlternative_DisproportionateCost_","crane","Better_Alternative_Disproportionate_Cost_Crane","Yes","No","no","no","yes","No","Human",965.000000000742,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","BetterAlternative_DisproportionateCost_Crane","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"2074",2074,14609712,"Main Stimuli F_YES (Latin Square) ",24,"Footbridge_Equipment_Save_","trolley","Footbridge_Equipment_Save_Trolley","Yes","No","yes","no","yes","No","AI",904,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","Footbridge_Equipment_Save_Trolley","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"2075",2075,14609712,"Main Stimuli F_YES (Latin Square) ",25,"loop","trolley","Loop_Track_Trolley","Yes","No","yes","yes","no","No","AI",1220.59999999776,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"2076",2076,14609712,"Main Stimuli F_YES (Latin Square) ",26,"DropEquipment","crane","Drop_Equipment_Crane","No","No","yes","yes","no","Yes","Human",1221.39999999851,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","DropEquipmentCrane","Drop_Equipment","No","No","No","No","No","Yes"
"2077",2077,14609712,"Main Stimuli F_YES (Latin Square) ",27,"intentional homicide","trolley","Intentional_Homicide_Trolley","Yes","No","yes","yes","no","No","Human",517.399999999267,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","intentional homicide","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"2078",2078,14609712,"Main Stimuli F_YES (Latin Square) ",28,"FootbridgePHA&O","trolley","Footbridge_PHA_PHO_Trolley","Yes","No","yes","yes","no","No","Human",798.89999999851,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","FootbridgePHA&O","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"2079",2079,14609712,"Main Stimuli F_YES (Latin Square) ",29,"FootbridgePHA","crane","Footbridge_PHA_Crane","Yes","No","yes","yes","no","No","Human",708.899999999994,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","FootbridgePHACrane","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"2080",2080,14609712,"Main Stimuli F_YES (Latin Square) ",30,"BystanderPHO","crane","Bystander_PHO_Crane","Yes","Yes","yes","yes","yes","Yes","Human",680.89999999851,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","BystanderPHOCrane","Bystander_PHO","Yes","No","No","No","No","Yes"
"2081",2081,14609712,"Main Stimuli F_YES (Latin Square) ",31,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane","Yes","No","yes","yes","no","No","AI",348.400000000751,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"2082",2082,14609712,"Main Stimuli F_YES (Latin Square) ",32,"OmissionFootbridgePHO","trolley","Omission_Footbridge_PHO_Trolley","No","No","yes","no","yes","Yes","Human",4242.29999999999,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","OmissionFootbridgePHOTrolley","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"2083",2083,14609712,"Main Stimuli F_YES (Latin Square) ",33,"InefficientRisk","crane","Inefficient_Risk_Crane","No","No","yes","no","yes","Yes","AI",3625.29999999926,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","InefficientRiskCrane","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"2084",2084,14609712,"Main Stimuli F_YES (Latin Square) ",34,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Trolley","No","No","no","no","no","Yes","Human",3097.89999999775,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"2085",2085,14609712,"Main Stimuli F_YES (Latin Square) ",35,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane","Yes","No","yes","yes","no","No","Human",1274.90000000075,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"2086",2086,14609712,"Main Stimuli F_YES (Latin Square) ",36,"FootbridgePHO","crane","Footbridge_PHO_Crane","Yes","No","yes","yes","yes","No","AI",550.899999999994,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","FootbridgePHOCrane","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"2087",2087,14609712,"Main Stimuli F_YES (Latin Square) ",37,"SubstitutedConsent2","crane","Substituted_Consent_Crane","Yes","No","yes","yes","no","No","AI",1860.69999999995,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"2088",2088,14609712,"Main Stimuli F_YES (Latin Square) ",38,"drop man","trolley","Drop_Man_Trolley","Yes","No","yes","yes","no","No","Human",458.699999997771,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","drop man","Drop_Man","Yes","Yes","Yes","No","No","No"
"2089",2089,14609712,"Main Stimuli F_YES (Latin Square) ",39,"BystanderPHO","trolley","Bystander_PHO_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",424.099999999977,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","BystanderPHO","Bystander_PHO","Yes","No","No","No","No","Yes"
"2090",2090,14609712,"Main Stimuli F_YES (Latin Square) ",40,"Unprohibted_BetterAlternative_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Disproportionate_Cost_Trolley","No","No","no","no","yes","Yes","AI",1384.59999999776,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","Unprohibted_BetterAlternative_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"2091",2091,14609712,"Main Stimuli F_YES (Latin Square) ",41,"Unprohibted_BetterAlternative_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Disproportionate_Cost_Crane","No","No","no","no","yes","Yes","AI",981.199999997771,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","Unprohibted_BetterAlternative_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"2092",2092,14609712,"Main Stimuli F_YES (Latin Square) ",42,"footbridge","trolley","Footbridge_Trolley","Yes","No","yes","yes","no","No","AI",497.600000000733,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","footbridge","Footbridge","Yes","Yes","Yes","No","No","No"
"2093",2093,14609712,"Main Stimuli F_YES (Latin Square) ",43,"EfficientRisk","trolley","Efficient_Risk_Trolley","No","Yes","yes","yes","yes","Yes","Human",1454.39999999927,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","EfficientRisk","Efficient_Risk","No","No","No","No","No","Yes"
"2094",2094,14609712,"Main Stimuli F_YES (Latin Square) ",44,"DropEquipment","trolley","Drop_Equipment_Trolley","No","No","yes","yes","no","Yes","Human",1307.20000000001,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","DropEquipment","Drop_Equipment","No","No","No","No","No","Yes"
"2095",2095,14609712,"Main Stimuli F_YES (Latin Square) ",45,"better alternative","crane","Better_Alternative_Crane","Yes","No","no","yes","yes","No","Human",2573.19999999925,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","better alternativeCrane","Better_Alternative","Yes","Yes","No","Yes","No","No"
"2096",2096,14609712,"Main Stimuli F_YES (Latin Square) ",46,"EfficientRisk","crane","Efficient_Risk_Crane","No","Yes","yes","yes","yes","Yes","Human",828.199999997742,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","EfficientRiskCrane","Efficient_Risk","No","No","No","No","No","Yes"
"2097",2097,14609712,"Main Stimuli F_YES (Latin Square) ",47,"implied consent","trolley","Implied_Consent_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",2370.20000000001,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","implied consent","Implied_Consent","Yes","No","No","No","No","Yes"
"2098",2098,14609712,"Main Stimuli F_YES (Latin Square) ",48,"ExpensiveCollapse","crane","Expensive_Collapse_Crane","No","Yes","yes","yes","yes","Yes","AI",509.099999997765,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","ExpensiveCollapseCrane","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"2099",2099,14609712,"Main Stimuli F_YES (Latin Square) ",49,"drop man","Crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","AI",717.299999998533,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","DropManCraneHang","Drop_Man","Yes","Yes","Yes","No","No","No"
"2100",2100,14609712,"Main Stimuli F_YES (Latin Square) ",50,"DropEquipment","Crane","Drop_Equipment_Crane","No","No","yes","yes","yes","Yes","Human",661.399999999267,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","DropEquipmentCraneHang","Drop_Equipment","No","No","No","No","No","Yes"
"2101",2101,14609712,"Main Stimuli F_YES (Latin Square) ",51,"disproportionate death","trolley","Disproportionate_Death_Trolley","Yes","No","no","no","yes","No","AI",694.299999999232,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","disproportionate death","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"2102",2102,14609712,"Main Stimuli F_YES (Latin Square) ",52,"InexpensiveRescue","trolley","Inexpensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","Human",482.89999999851,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","InexpensiveRescue","Inexpensive_Rescue","No","No","No","No","No","Yes"
"2103",2103,14609712,"Main Stimuli F_YES (Latin Square) ",53,"expensive equipment","trolley","Expensive_Equipment_Trolley","Yes","No","no","no","yes","No","Human",564.199999999255,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","expensive equipment","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"2104",2104,14609712,"Main Stimuli F_YES (Latin Square) ",54,"OmissionBystanderPHO","Crane","Omission_Bystander_PHO_Crane","No","No","yes","no","yes","Yes","AI",3376.49999999779,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","OmissionBystanderPHOCrane","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"2105",2105,14609712,"Main Stimuli F_YES (Latin Square) ",55,"man-in-front","trolley","Man_in_Front_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",4978.99999999849,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","man-in-front","Man_in_Front","Yes","No","No","No","No","Yes"
"2106",2106,14609712,"Main Stimuli F_YES (Latin Square) ",56,"FootbridgePHO","trolley","Footbridge_PHO_Trolley","Yes","No","yes","yes","yes","No","AI",570.699999997742,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","FootbridgePHO","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"2107",2107,14609712,"Main Stimuli F_YES (Latin Square) ",57,"costless rescue","crane","Costless_Rescue_Crane","No","Yes","yes","yes","yes","Yes","AI",1376.99999999924,"1","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","costless rescueCrane","Costless_Rescue","No","No","No","No","No","Yes"
"2108",2108,14609712,"Main Stimuli F_YES (Latin Square) ",58,"loop","crane","Loop_Track_Crane","Yes","No","yes","yes","no","No","AI",1216.99999999779,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"2109",2109,14609712,"Main Stimuli F_YES (Latin Square) ",59,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Crane","No","No","no","no","no","Yes","Human",978.999999999243,"0","F_YES","Man",2,27,"Poland",NA,NA,"","","Polish","","","White",FALSE,"Polish","Polish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
