"","X","ID","TVideo_1","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","RT","MJ","keys","PBH_actual","PDE_actual","Agent","BA_actual","MC_actual","Intent_actual","MG_actual","Gender","Gender.quant","Age","Nationality","Country_of_residence","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_prefs","prefs_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"2151",2151,15132437,"Footbridge_Equipment_Save_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",135,"Footbridge_Equipment_Save_","mine","Footbridge_Equipment_Save_Mine",662.979999999981,"0","J_YES","Yes","No","Ai","No","Yes","Yes","No","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Footbridge_Equipment_Save_Mine","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"2152",2152,15132437,"Bystander_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",136,"bystander","trolley","Bystander_Trolley",700.920000000042,"0","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","bystander","Bystander","Yes","No","No","No","No","Yes"
"2153",2153,15132437,"DropMan_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",137,"drop man","mine","Drop_Man_Mine",828.459999999963,"0","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","drop manMine","Drop_Man","Yes","Yes","Yes","No","No","No"
"2154",2154,15132437,"Omission_Footbridge_PHO_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",138,"OmissionFootbridgePHO","Crane","Omission_Footbridge_PHO_Crane",676.660000000033,"0","J_YES","No","No","Human","Yes","No","Yes","Yes","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","OmissionFootbridgePHOCrane","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"2155",2155,15132437,"Footbridge_PHA&O_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",139,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane",811.439999999944,"0","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"2156",2156,15132437,"SuicidalRescue_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",140,"SuicidalRescue","mine","Suicidal_Rescue_Mine",1485.90000000002,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SuicidalRescueMine","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"2157",2157,15132437,"Footbridge_PHO_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",141,"FootbridgePHO","truck","Footbridge_PHO_Truck",673.859999999986,"0","J_YES","Yes","Yes","Ai","No","Yes","Yes","No","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHOTruck","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"2158",2158,15132437,"DropMan_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",142,"drop man","trolley","Drop_Man_Trolley",813.979999999981,"0","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","drop man","Drop_Man","Yes","Yes","Yes","No","No","No"
"2159",2159,15132437,"Footbridge_Equipment_Save_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",143,"Footbridge_Equipment_Save_","crane","Footbridge_Equipment_Save_Crane",97.9400000000605,"0","J_YES","Yes","No","Human","Yes","No","Yes","No","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Footbridge_Equipment_Save_Crane","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"2160",2160,15132437,"Bystander_PHO_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",144,"BystanderPHO","trolley","Bystander_PHO_Trolley",558.319999999949,"0","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,52,"United States","United States",NA,NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BystanderPHO","Bystander_PHO","Yes","No","No","No","No","Yes"
"2161",2161,15132455,"Omission_Footbridge_PHO_Trolley_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",1,"OmissionFootbridgePHO","trolley","Omission_Footbridge_PHO_Trolley",5118.1,"1","F_YES","No","No","Ai","Yes","No","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","OmissionFootbridgePHOTrolley","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"2162",2162,15132455,"Bystander_PHA&O_Mine_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",2,"BystanderPHA&O","mine","Bystander_PHA_PHO_Mine",1461.80000000894,"1","F_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","BystanderPHA&OMine","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"2163",2163,15132455,"Bystander_PHO_Truck_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",3,"BystanderPHO","truck","Bystander_PHO_Truck",5690.50000000894,"0","F_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","BystanderPHOTruck","Bystander_PHO","Yes","No","No","No","No","Yes"
"2164",2164,15132455,"BetterAlternative_DisproportionateCost_Crane_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",4,"BetterAlternative_DisproportionateCost_","crane","Better_Alternative_Disproportionate_Cost_Crane",8695.40000000894,"0","F_YES","Yes","No","Ai","No","No","Yes","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","BetterAlternative_DisproportionateCost_Crane","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"2165",2165,15132455,"ManInFront_Crane_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",5,"man-in-front","crane","Man_in_Front_Crane",2881.79999999702,"0","F_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","man-in-frontCrane","Man_in_Front","Yes","No","No","No","No","Yes"
"2166",2166,15132455,"Unprohibited_BetterAlternative_Equipment_Intended_Trolley_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",6,"Unprohibted_BetterAlternative_Equipment_Intended_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Trolley",1455.60000000894,"1","F_YES","No","No","Human","No","Yes","No","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","Unprohibted_BetterAlternative_Equipment_Intended_Trolley","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"2167",2167,15132455,"Unprohibted_BetterAlternative_DisproportionateCost_Mine_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",7,"Unprohibted_BetterAlternative_DisproportionateCost_","mine","Unprohibited_Better_Alternative_Disproportionate_Cost_Mine",1695.00000000893,"0","F_YES","Yes","No","Ai","No","No","No","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","Unprohibted_BetterAlternative_DisproportionateCost_Mine","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"2168",2168,15132455,"Unprohibted_BetterAlternative_Equipment_Intended_Crane_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",8,"Unprohibted_BetterAlternative_Equipment_Intended_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Crane",521.29999999702,"1","F_YES","No","No","Human","No","Yes","No","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","Unprohibted_BetterAlternative_Equipment_Intended_Crane","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"2169",2169,15132455,"DropEquipment_Mine_Hang_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",9,"DropEquipment","mine","Drop_Equipment_Mine",721.400000002977,"1","F_YES","Yes","Yes","Ai","No","No","Yes","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","DropEquipmentMineHang","Drop_Equipment","No","No","No","No","No","Yes"
"2170",2170,15132455,"DropEquipment_Crane_Hang_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",10,"DropEquipment","Crane","Drop_Equipment_Crane",1040,"1","F_YES","No","No","Ai","Yes","Yes","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","DropEquipmentCraneHang","Drop_Equipment","No","No","No","No","No","Yes"
"2171",2171,15132455,"Bystander_Trolley_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",11,"bystander","trolley","Bystander_Trolley",881.400000002977,"1","F_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","bystander","Bystander","Yes","No","No","No","No","Yes"
"2172",2172,15132455,"Omission_Bystander_PHO_Mine_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",12,"OmissionBystanderPHO","mine","Omission_Bystander_PHO_Mine",514.700000008947,"0","F_YES","Yes","No","Human","No","No","Yes","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","OmissionBystanderPHOMine","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"2173",2173,15132455,"DropEquipment_Truck_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",13,"DropEquipment","truck","Drop_Equipment_Truck",795.100000000006,"1","F_YES","No","Yes","Human","No","No","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","DropEquipmentTruck","Drop_Equipment","No","No","No","No","No","Yes"
"2174",2174,15132455,"SubstitutedConsent_2_Crane_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",14,"SubstitutedConsent","crane","Substituted_Consent_Crane",3471.10000000001,"1","F_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","SubstitutedConsent2Crane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"2175",2175,15132455,"Footbridge_Equipment_Save_Crane_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",15,"Footbridge_Equipment_Save_","crane","Footbridge_Equipment_Save_Crane",1620.5,"0","F_YES","Yes","No","Ai","Yes","No","Yes","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","Footbridge_Equipment_Save_Crane","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"2176",2176,15132455,"SubstitutedConsent_Crane_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",16,"SubstitutedConsent","crane","Substituted_Consent_Crane",1882.00000000893,"1","F_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"2177",2177,15132455,"Bystander_Truck_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",17,"bystander","truck","Bystander_Truck",4845.2,"1","F_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","bystanderTruck","Bystander","Yes","No","No","No","No","Yes"
"2178",2178,15132455,"InexpensiveRescue_Truck_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",18,"InexpensiveRescue","truck","Inexpensive_Rescue_Truck",979.799999999988,"1","F_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","InexpensiveRescueTruck","Inexpensive_Rescue","No","No","No","No","No","Yes"
"2179",2179,15132455,"CostlessRescue_Mine_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",19,"costless rescue","mine","Costless_Rescue_Mine",842.700000000012,"1","F_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","costless rescueMine","Costless_Rescue","No","No","No","No","No","Yes"
"2180",2180,15132455,"SubstitutedConsent_Mine_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",20,"SubstitutedConsent","mine","Substituted_Consent_Mine",982.899999999994,"1","F_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","SubstitutedConsentMine","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"2181",2181,15132455,"HypotheticalConsent_Truck_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",21,"HypotheticalConsent","truck","Hypothetical_Consent_Truck",1055.60000000894,"1","F_YES","No","Yes","Human","No","No","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","HypotheticalConsentTruck","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"2182",2182,15132455,"LoopTrack_Trolley_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",22,"loop","trolley","Loop_Track_Trolley",2114.40000000596,"0","F_YES","Yes","No","Ai","Yes","Yes","No","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"2183",2183,15132455,"SubstitutedConsent_2_Truck_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",23,"SubstitutedConsent","truck","Substituted_Consent_Truck",808.800000002986,"1","F_YES","No","Yes","Ai","Yes","Yes","Yes","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","SubstitutedConsent2Truck","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"2184",2184,15132455,"DisproportionalDeath_Crane_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",24,"disproportionate death","crane","Disproportionate_Death_Crane",737.599999997008,"0","F_YES","Yes","No","Human","No","No","Yes","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","disproportionate deathCrane","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"2185",2185,15132455,"ExpensiveEquipment_Truck_newtimings.mp4","Main Stimuli F_YES (Simplified Latin Square)",25,"expensive equipment","truck","Expensive_Equipment_Truck",697.500000005966,"0","F_YES","Yes","No","Human","No","Yes","No","No","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","expensive equipmentTruck","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"2186",2186,15132455,"ExpensiveRescue_Mine_AI.mp4","Main Stimuli F_YES (Simplified Latin Square)",26,"ExpensiveRescue","mine","Expensive_Rescue_Mine",836.600000000006,"1","F_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Woman",1,41,"United States","United States",NA,"Korean",NA,NA,NA,NA,NA,"Asian",FALSE,"Korean","Korean","ExpensiveRescueMine","Expensive_Rescue","No","No","No","No","No","Yes"
